cost,distance,dropoff_latitude,dropoff_longitude,passengers,pickup_latitude,pickup_longitude,store_forward,vendor,pickup_weekday,pickup_month,pickup_monthday,pickup_hour,pickup_minute,pickup_second,dropoff_weekday,dropoff_month,dropoff_monthday,dropoff_hour,dropoff_minute,dropoff_second
8,1.81,40.80455017,-73.93899536,2,40.78914261,-73.94361877,0,2,0,1,11,16,12,6,0,1,11,16,20,1
6,1.07,40.7736702,-73.9548645,1,40.78719711,-73.94496155,0,2,5,1,16,14,33,11,5,1,16,14,39,32
5.5,0.71,40.67343521,-73.97619629,2,40.68180847,-73.97679138,0,2,3,1,7,16,26,50,3,1,7,16,31,59
26.5,7.25,40.75618744,-74.00307465,1,40.69090271,-73.95518494,0,2,4,1,15,13,6,34,4,1,15,13,37,13
5.5,1,40.74982834,-73.93627167,1,40.76167679,-73.92550659,0,2,4,1,8,12,31,38,4,1,8,12,36,43
19,3.34,40.64243317,-73.94770813,1,40.64701843,-73.99684143,0,2,0,1,25,9,39,18,0,1,25,10,10,36
4,0.39,40.74701309,-73.89113617,1,40.74773788,-73.88373566,0,2,0,1,25,4,57,56,0,1,25,5,1,44
6.5,1.8,40.81388855,-73.93133545,1,40.8396759,-73.92949677,0,2,5,1,2,11,39,25,5,1,2,11,41,29
13,3.37,40.67020798,-73.92478943,1,40.65499496,-73.95737457,0,2,3,1,21,22,26,18,3,1,21,22,38,56
8.5,2,40.68332672,-73.97696686,2,40.70244598,-73.98682404,0,1,6,1,17,16,39,23,6,1,17,16,47,14
3.5,0.4,40.81416702,-73.94487,5,40.80903625,-73.94819641,0,2,1,1,26,20,5,54,1,1,26,20,7,53
11,2.6,40.74403763,-73.87903595,6,40.75886536,-73.91873932,0,2,4,1,1,5,38,20,4,1,1,5,50,57
16.5,3.76,40.69674301,-73.91880035,1,40.68367386,-73.97610474,0,2,4,1,8,19,16,35,4,1,8,19,39,3
19.5,3.67,40.83707047,-73.94258118,2,40.7986412,-73.94167328,0,2,0,1,25,14,10,13,0,1,25,14,39,51
4.5,0.5,40.70261002,-73.99186707,1,40.69895172,-73.99219513,0,1,2,1,20,11,58,46,2,1,20,12,3,3
7,1.21,40.71136093,-73.858078,1,40.72136688,-73.84416962,0,2,2,1,13,18,33,53,2,1,13,18,41,22
12,2.35,40.79927826,-73.9473877,1,40.82670212,-73.95046997,0,2,1,1,12,18,31,29,1,1,12,18,46,47
7.5,1.38,40.69033813,-73.95967102,1,40.67712021,-73.95932007,0,2,4,1,22,18,28,55,4,1,22,18,37,11
9,2.2,40.84831238,-73.93120575,1,40.85245514,-73.89802551,0,1,3,1,21,10,26,18,3,1,21,10,33,45
5.5,1,40.67111588,-73.94192505,5,40.67117691,-73.95771027,0,2,5,1,9,2,5,14,5,1,9,2,9,10
15,2.55,40.7733345,-73.96208954,1,40.80550766,-73.93915558,0,2,2,1,6,7,36,14,2,1,6,7,59,30
6,0.88,40.67123032,-73.98349762,5,40.68199539,-73.97673798,0,2,3,1,14,20,55,14,3,1,14,21,2,17
12.5,2.44,40.6807518,-73.9345932,1,40.67736053,-73.97212982,0,2,4,1,8,9,5,47,4,1,8,9,22,18
6,0.93,40.67882156,-73.9757309,1,40.6733551,-73.96875763,0,2,4,1,15,15,25,29,4,1,15,15,32,44
6.5,1.27,40.73597336,-73.88974762,1,40.74568558,-73.90189362,0,2,3,1,7,22,57,30,3,1,7,23,4,26
5,0.9,40.67126465,-73.97807312,1,40.68286133,-73.97667694,0,1,0,1,25,23,54,10,0,1,25,23,58,2
10.5,2.75,40.86428452,-73.92411041,1,40.84008408,-73.94026184,0,2,4,1,22,8,50,34,4,1,22,8,59,7
2.5,0.06,40.69215393,-73.92268372,1,40.69024277,-73.92256165,0,2,4,1,8,11,26,15,4,1,8,11,26,29
10.5,2.16,40.72673416,-73.84994507,1,40.73403931,-73.87107849,0,2,5,1,16,15,55,43,5,1,16,16,6,24
52,16.59,40.66368484,-73.95288849,1,40.80815887,-73.94506836,0,2,0,1,4,23,57,37,1,1,5,0,44,59
8,1.32,40.80539322,-73.94737244,1,40.80562592,-73.96190643,0,2,2,1,6,16,20,43,2,1,6,16,29,44
7,1.47,40.67750549,-73.98110962,1,40.66185379,-73.99293518,0,2,5,1,9,23,42,53,5,1,9,23,49,25
6,1.01,40.86657333,-73.92431641,1,40.85435867,-73.93357849,0,2,0,1,25,8,26,42,0,1,25,8,32,13
42,13.64,40.76446152,-73.92572784,1,40.63465118,-73.96598816,0,2,4,1,1,7,18,28,4,1,1,7,53,5
6,0.9,40.80938721,-73.95167542,1,40.80080795,-73.94636536,0,1,5,1,2,17,39,57,5,1,2,17,45,28
23.5,7.89,40.75791931,-73.92879486,1,40.71619034,-73.9623642,0,2,3,1,14,23,48,17,4,1,15,0,5,10
15.5,3.73,40.74353409,-73.86756134,1,40.77520752,-73.9119339,0,2,4,1,15,13,38,18,4,1,15,13,57,31
20,6.37,40.76306915,-73.96618652,1,40.82875061,-73.94509125,0,2,0,1,18,8,1,1,0,1,18,8,15,51
8.5,1.42,40.8026619,-73.95122528,1,40.82012177,-73.94670105,0,2,1,1,26,17,41,47,1,1,26,17,52,13
6,0.97,40.71840668,-73.95497894,1,40.71196365,-73.96286774,0,2,3,1,14,11,59,31,3,1,14,12,6,2
8,1.36,40.74760056,-73.94345093,1,40.7433815,-73.91890717,0,2,5,1,9,10,15,28,5,1,9,10,23,27
6,0.92,40.82963562,-73.94789886,1,40.84105682,-73.93999481,0,2,4,1,29,18,16,10,4,1,29,18,21,57
7.5,1.7,40.78476334,-73.95391083,1,40.80555344,-73.93917084,0,1,6,1,10,17,54,52,6,1,10,18,0,58
25.5,8.8,40.75164032,-73.96960449,1,40.71492004,-73.95170593,0,1,4,1,1,5,3,39,4,1,1,5,20,41
17.5,3.95,40.77651978,-73.96260834,1,40.76068115,-73.92664337,0,2,4,1,8,11,16,10,4,1,8,11,38,6
4.5,0.76,40.8081665,-73.92372894,1,40.80296326,-73.934021,0,2,2,1,20,10,53,11,2,1,20,10,55,46
2.5,0.16,40.7978363,-73.93971252,1,40.80153275,-73.93447876,0,2,6,1,17,12,4,6,6,1,17,12,4,19
10.5,2.17,40.69135666,-73.98923492,6,40.7015419,-73.96155548,0,2,0,1,25,9,49,55,0,1,25,10,1,9
15.5,4.1,40.78672409,-73.96834564,1,40.82377243,-73.94376373,0,1,0,1,4,8,0,19,0,1,4,8,17,9
9,1.76,40.73074341,-73.89768982,1,40.73389053,-73.8709259,0,2,5,1,30,18,15,39,5,1,30,18,26,0
9,1.77,40.71057129,-73.96566772,1,40.72841263,-73.95244598,0,2,6,1,24,13,43,10,6,1,24,13,55,17
18.5,5.02,40.73354721,-73.95674133,1,40.67668915,-73.96350098,0,2,4,1,29,23,45,39,5,1,30,0,6,8
6.5,1.48,40.74522781,-73.93643951,1,40.74891281,-73.91287231,0,2,4,1,15,8,45,9,4,1,15,8,50,59
23,5.87,40.86266327,-73.9287262,1,40.805336,-73.93950653,0,2,1,1,12,16,33,47,1,1,12,17,4,22
13.5,3.3,40.83049011,-73.91546631,1,40.80731583,-73.94441986,0,2,3,1,7,21,12,42,3,1,7,21,28,27
14,1.6,40.69316864,-73.96933746,2,40.68943787,-73.99246979,0,1,4,1,29,16,46,4,4,1,29,17,7,56
11,2.48,40.72151184,-73.99346161,1,40.71405411,-73.95502472,0,2,5,1,16,21,20,42,5,1,16,21,31,51
15,2.5,40.73516464,-73.85778809,1,40.74947357,-73.88631439,0,1,1,1,26,15,39,52,1,1,26,16,2,56
10.5,1.6,40.75589371,-73.90309906,1,40.74773788,-73.88317108,0,2,0,1,25,18,1,47,0,1,25,18,15,57
11.5,2.5,40.72118759,-73.84397888,1,40.73731613,-73.86294556,0,1,6,1,17,17,56,37,6,1,17,18,9,51
19,5.29,40.77119446,-73.98720551,1,40.81022644,-73.94756317,0,2,4,1,8,19,8,28,4,1,8,19,26,8
6,1,40.71027374,-73.96404266,1,40.72196579,-73.9578476,0,1,1,1,12,23,48,37,1,1,12,23,53,36
9,2.02,40.7911911,-73.95134735,6,40.81080627,-73.92768097,0,2,3,1,14,12,30,49,3,1,14,12,40,24
6.5,0.9,40.68179321,-73.96322632,2,40.68696213,-73.97781372,0,2,1,1,5,16,25,25,1,1,5,16,33,16
10.5,2.58,40.67250443,-73.79103851,1,40.70046616,-73.80797577,0,2,0,1,18,16,46,33,0,1,18,16,58,15
5.5,1.02,40.81770325,-73.94566345,1,40.80491638,-73.95516205,0,2,6,1,10,19,28,52,6,1,10,19,33,32
43,15.01,40.64691925,-73.7900238,1,40.61753464,-73.94615173,0,2,1,1,5,14,56,9,1,1,5,15,27,54
33,10.95,40.7670517,-73.92578888,1,40.67772675,-73.97277069,0,2,0,1,11,0,7,39,0,1,11,0,32,23
8,1.55,40.82743454,-73.94482422,1,40.82262802,-73.92874146,0,2,1,1,5,14,13,10,1,1,5,14,21,29
12,2.38,40.69575119,-73.9320755,1,40.7257576,-73.94269562,0,2,6,1,10,21,35,0,6,1,10,21,51,0
9.5,1.47,40.68334961,-73.96646881,5,40.68901825,-73.98545837,0,2,6,1,10,14,48,15,6,1,10,15,1,27
15,3.94,40.76111603,-73.96853638,1,40.77003479,-73.9175415,0,2,5,1,16,7,46,3,5,1,16,8,3,14
21.5,5.98,40.77046204,-73.98012543,1,40.71722412,-73.95838928,0,2,0,1,25,22,29,34,0,1,25,22,53,19
18.5,6.33,40.64476395,-73.78112793,1,40.71335602,-73.82897949,0,2,0,1,18,9,53,21,0,1,18,10,2,22
12,2.8,40.77128983,-73.91777802,1,40.74409866,-73.88514709,0,2,5,1,16,19,26,58,5,1,16,19,39,42
7,1.43,40.83593369,-73.94364166,1,40.81898117,-73.95609283,0,2,1,1,5,16,1,59,1,1,5,16,8,46
10,2.12,40.70893478,-73.81448364,1,40.72135162,-73.84427643,0,2,3,1,14,19,11,7,3,1,14,19,23,13
6,1.25,40.70074844,-73.9829483,1,40.6930809,-73.96929932,0,2,5,1,2,13,25,7,5,1,2,13,30,22
9.5,2.2,40.82970047,-73.9442749,1,40.80146027,-73.95745087,0,1,5,1,16,11,9,11,5,1,16,11,18,43
8.5,1.5,40.79132462,-73.94692993,1,40.8056221,-73.95452118,0,1,1,1,12,9,35,53,1,1,12,9,45,42
6.5,1.12,40.8156662,-73.95437622,1,40.81769943,-73.94181061,0,2,6,1,17,23,11,37,6,1,17,23,17,40
53,11.25,40.76534653,-73.95527649,1,40.71327591,-73.83003998,0,2,1,1,26,10,6,18,1,1,26,11,25,25
18.5,4.2,40.72900391,-73.98883057,1,40.69035721,-73.99427795,0,2,4,1,1,17,41,42,4,1,1,18,5,37
14.5,3.96,40.67514038,-73.98487854,1,40.71383286,-73.9545517,0,2,2,1,6,21,50,39,2,1,6,22,2,43
12,3.16,40.76425171,-73.82609558,1,40.74908066,-73.86936951,0,2,6,1,3,0,52,31,6,1,3,1,3,35
3,28.27,40.67092133,-73.9201889,1,40.65854263,-73.92631531,0,2,3,1,14,12,30,52,3,1,14,16,31,40
12,1.9,40.73058319,-73.88986206,1,40.74687576,-73.89092255,0,2,4,1,8,15,8,7,4,1,8,15,25,21
6.5,0.94,40.6723671,-73.95687866,1,40.67100525,-73.95788574,0,2,4,1,15,21,10,57,4,1,15,21,18,7
14,3.6,40.73875809,-73.99154663,1,40.69677734,-73.98323822,0,1,0,1,18,6,36,58,0,1,18,6,50,38
15,4.68,40.60951614,-73.92185211,1,40.58721161,-73.95329285,0,2,5,1,16,20,0,10,5,1,16,20,10,47
6,1.01,40.80753326,-73.94550323,1,40.79812622,-73.94025421,0,2,5,1,9,9,7,4,5,1,9,9,12,12
9.5,2.64,40.79409027,-73.97273254,1,40.81878662,-73.95620728,0,2,3,1,7,14,14,17,3,1,7,14,21,12
4,0.55,40.79071426,-73.94268036,1,40.78538895,-73.94908142,0,2,6,1,17,13,2,35,6,1,17,13,4,39
6,1.22,40.69337845,-73.9708786,1,40.69250107,-73.98727417,0,2,5,1,30,21,4,7,5,1,30,21,9,9
9,1.9,40.67925644,-74.01074219,1,40.69134903,-73.98729706,0,2,1,1,26,22,1,42,1,1,26,22,12,8
12,2,40.77318192,-73.94918823,1,40.78990173,-73.95212555,0,1,3,1,7,8,28,14,3,1,7,8,44,47
14,4,40.69262314,-73.94766998,1,40.69110107,-73.94841003,0,1,5,1,9,1,35,25,5,1,9,1,49,58
9,1.73,40.82710648,-73.94805145,1,40.81200027,-73.96105194,0,2,4,1,22,18,45,33,4,1,22,18,55,54
7.5,1.4,40.68909073,-73.99267578,1,40.7039299,-73.98674774,0,2,2,1,13,19,32,55,2,1,13,19,41,31
6.5,0.9,40.80712128,-73.94390869,2,40.79880524,-73.93955231,0,1,5,1,30,14,50,41,5,1,30,14,57,45
13,1.53,40.83992767,-73.91350555,2,40.83955002,-73.91347504,0,2,3,1,28,7,44,55,3,1,28,8,5,26
13.5,3.4,40.72876358,-73.98765564,1,40.71450806,-73.96601868,0,1,3,1,14,21,53,22,3,1,14,22,8,5
5,0.4,40.84160233,-73.94104767,1,40.84858322,-73.9392395,0,1,2,1,20,9,0,25,2,1,20,9,5,45
2.5,0.6,40.61663437,-73.9447403,1,40.61663437,-73.9447403,0,1,0,1,25,18,46,46,0,1,25,18,46,49
21.5,4.9,40.73751831,-73.98107147,1,40.69628143,-73.96777344,0,1,0,1,11,8,18,26,0,1,11,8,47,27
9.5,2.28,40.74225235,-73.90905762,1,40.74892426,-73.87205505,0,2,6,1,17,10,5,48,6,1,17,10,15,36
18.5,3.9,40.67328644,-73.98269653,1,40.71411896,-73.95500946,0,1,3,1,14,15,14,26,3,1,14,15,39,50
7.5,1.53,40.7282753,-73.89070892,1,40.73422623,-73.86906433,0,2,0,1,4,17,37,55,0,1,4,17,45,29
3,0.9,40.80518723,-73.93935394,1,40.80528259,-73.93924713,0,1,3,1,21,7,10,4,3,1,21,7,11,11
5.5,1.07,40.77974319,-73.95050049,5,40.79297638,-73.94069672,0,2,0,1,4,18,9,54,0,1,4,18,14,52
9.5,1.91,40.79725647,-73.962883,1,40.80501556,-73.93880463,0,2,0,1,11,19,18,29,0,1,11,19,29,28
4,0.48,40.81082535,-73.9528656,1,40.81624222,-73.95427704,0,2,0,1,11,14,19,21,0,1,11,14,21,51
5.5,0.78,40.72503281,-73.94678497,1,40.71770096,-73.95778656,0,2,2,1,27,20,16,24,2,1,27,20,21,22
13,2.8,40.72943497,-73.95505524,1,40.7516861,-73.93437958,0,1,2,1,13,10,25,32,2,1,13,10,41,35
12,2.57,40.70042801,-73.90330505,1,40.70006561,-73.94786072,0,2,1,1,5,21,29,59,1,1,5,21,44,33
22.5,5.8,40.760746,-73.99105072,1,40.70077133,-73.98973083,0,1,3,1,14,12,35,2,3,1,14,13,1,2
13.5,3.13,40.74235535,-73.92075348,1,40.74827576,-73.87825775,0,2,6,1,10,13,40,52,6,1,10,13,56,55
6.5,0.99,40.68932343,-73.9690094,1,40.68969345,-73.98305511,0,2,3,1,21,20,59,26,3,1,21,21,6,54
30,7.33,40.7395401,-74.00260925,1,40.68855667,-73.91482544,0,2,4,1,22,23,17,23,4,1,22,23,59,38
6.5,1.35,40.73867798,-73.89768982,1,40.74340057,-73.91478729,0,2,1,1,26,16,47,29,1,1,26,16,54,29
14.5,3.83,40.63648605,-73.97305298,5,40.68002319,-73.9780426,0,2,2,1,13,21,25,44,2,1,13,21,39,38
9,1.67,40.68636322,-73.94452667,1,40.68355179,-73.9672699,0,2,5,1,9,18,24,4,5,1,9,18,34,37
3.5,0.4,40.74684525,-73.89085388,1,40.74746323,-73.88428497,0,1,5,1,2,5,47,4,5,1,2,5,48,53
4.5,0.85,40.77399826,-73.93119049,1,40.76648331,-73.92137909,0,2,5,1,30,4,8,1,5,1,30,4,10,50
8,1.63,40.80606461,-73.94685364,1,40.80595398,-73.96533203,0,2,3,1,7,20,13,52,3,1,7,20,22,16
13,3.8,40.70750427,-73.74610901,1,40.69940186,-73.80715179,0,2,6,1,17,2,7,14,6,1,17,2,18,8
9,2.25,40.77150345,-73.9088974,1,40.74700165,-73.89084625,0,2,2,1,20,21,44,28,2,1,20,21,51,21
6,1.17,40.6434288,-74.00605011,1,40.65477371,-74.0042572,0,2,2,1,13,21,34,36,2,1,13,21,39,34
17.5,2.75,40.75587082,-73.97119904,1,40.78901672,-73.95445251,0,2,1,1,19,13,0,27,1,1,19,13,26,17
5.5,0.75,40.79484558,-73.97181702,1,40.80475616,-73.96641541,0,2,0,1,4,16,21,15,0,1,4,16,25,57
9.5,1.75,40.70741272,-73.93978882,1,40.7216835,-73.95826721,0,2,6,1,10,2,8,5,6,1,10,2,19,43
7,1.28,40.82928085,-73.87526703,1,40.84004593,-73.86242676,0,2,2,1,27,20,57,50,3,1,28,0,0,0
11.5,2.89,40.70429611,-73.92391968,1,40.71717072,-73.95854187,0,2,3,1,21,22,0,15,3,1,21,22,13,30
3.5,0.28,40.68946075,-73.95484924,1,40.68887329,-73.96026611,0,2,5,1,2,23,54,30,5,1,2,23,56,48
6,1.28,40.68133545,-73.9285965,1,40.68149185,-73.90869904,0,2,4,1,1,2,32,31,4,1,1,2,38,12
4.5,0.82,40.73034668,-73.95236206,1,40.72289658,-73.95552063,0,2,6,1,3,0,30,27,6,1,3,0,33,53
15,3.9,40.73393631,-73.98986053,1,40.69607544,-73.96779633,0,1,5,1,30,7,48,3,5,1,30,8,4,20
7,1.25,40.69298172,-73.96876526,1,40.68984604,-73.97895813,0,2,0,1,18,10,13,25,1,1,19,10,3,12
13,3.46,40.83073044,-73.9197998,1,40.8336525,-73.86114502,0,2,5,1,2,22,9,43,5,1,2,22,22,23
14.5,2.3,40.6762085,-73.98001099,1,40.70245361,-73.986763,0,1,0,1,18,15,18,26,0,1,18,15,39,44
31.5,5.93,40.65056992,-73.8729248,1,40.66382217,-73.92158508,0,2,4,1,22,11,58,41,4,1,22,12,48,17
6,1,40.68069458,-73.94976044,1,40.69029999,-73.95720673,0,1,4,1,22,18,22,42,4,1,22,18,29,28
15,3.88,40.77086258,-73.8733139,2,40.74884415,-73.89251709,0,2,3,1,21,23,38,36,3,1,21,23,55,4
9.5,1.99,40.6897316,-73.9397583,1,40.6869812,-73.97668457,0,2,5,1,30,19,3,56,5,1,30,19,16,0
4.5,0.75,40.81203461,-73.96118164,1,40.81086349,-73.95269012,0,2,2,1,13,9,59,38,2,1,13,10,2,38
7,1.35,40.85316849,-73.91819,1,40.86224365,-73.89910126,0,2,2,1,6,17,51,38,2,1,6,17,58,19
9,2.01,40.68518448,-73.98879242,1,40.68720627,-73.96257019,0,2,4,1,1,0,19,51,4,1,1,0,29,41
4,0.5,40.79875946,-73.93378448,1,40.79752731,-73.94026947,0,2,4,1,22,9,41,39,4,1,22,9,44,29
15,3.1,40.67463684,-73.97572327,1,40.63790512,-73.95869446,0,2,5,1,30,17,9,37,5,1,30,17,29,58
5.5,0.87,40.76563644,-73.92603302,2,40.76546097,-73.91384125,0,2,2,1,27,18,0,41,2,1,27,18,6,36
14,3.83,40.7562561,-73.86434937,1,40.74240112,-73.81446075,0,2,2,1,27,16,25,3,2,1,27,16,38,14
9.5,1.49,40.78918457,-73.95475006,1,40.80517197,-73.95497894,0,2,3,1,14,7,44,6,3,1,14,7,56,3
19,5.93,40.71909332,-73.94249725,1,40.7631073,-73.91560364,0,2,5,1,16,1,31,4,5,1,16,1,45,32
6.5,1.01,40.81768036,-73.95311737,1,40.80800629,-73.94511414,0,2,2,1,27,21,57,42,2,1,27,22,4,39
14.5,3.66,40.82483673,-73.95262909,1,40.79087448,-73.93908691,0,2,4,1,1,5,49,18,4,1,1,6,4,20
10,1.51,40.67730331,-73.90670013,1,40.67954636,-73.93457031,0,2,2,1,27,19,15,31,2,1,27,19,29,45
6,1,40.66758728,-73.9934845,1,40.67492676,-73.98139191,0,1,4,1,1,19,55,1,4,1,1,20,0,47
7,0.9,40.71194458,-73.9627533,1,40.72055817,-73.95627594,0,2,4,1,8,21,19,18,4,1,8,21,28,36
4,0.6,40.76848984,-73.91130066,1,40.76058197,-73.91764069,0,1,1,1,5,22,13,43,1,1,5,22,16,11
7,1.1,40.72266388,-73.94767761,1,40.71784973,-73.95748901,0,1,5,1,30,3,33,8,5,1,30,3,41,16
25,6.75,40.75685883,-73.9822464,1,40.69763565,-73.98709106,0,2,4,1,29,8,18,42,4,1,29,8,45,58
6.5,1.12,40.71242142,-73.82927704,1,40.72145844,-73.84428406,0,2,4,1,22,20,21,11,4,1,22,20,26,47
25,5.88,40.75977325,-73.98560333,1,40.71040344,-73.96440125,0,2,3,1,14,15,12,45,3,1,14,15,45,49
5.5,0.8,40.80172348,-73.93136597,1,40.80532837,-73.93919373,0,2,5,1,16,21,54,49,5,1,16,21,59,38
11.5,2.53,40.82772827,-73.89093018,1,40.81667328,-73.92333221,0,2,5,1,2,15,43,16,5,1,2,15,57,27
9,1.73,40.81850052,-73.94533539,1,40.80112076,-73.94398499,0,2,6,1,10,13,58,29,6,1,10,14,9,32
9.5,2.44,40.73585129,-73.81069946,1,40.75953674,-73.8303833,0,2,2,1,13,21,20,57,2,1,13,21,30,49
7.5,1.1,40.69487381,-73.99229431,4,40.68123627,-73.99429321,0,1,0,1,25,18,17,12,0,1,25,18,26,6
12.5,2.2,40.66942978,-73.95562744,1,40.69320297,-73.97009277,0,1,3,1,28,14,1,41,3,1,28,14,19,26
24.5,5.3,40.74455261,-73.98696899,1,40.69109344,-73.96652222,0,1,2,1,20,13,21,19,2,1,20,13,55,31
20.5,5.21,40.75102615,-73.97451782,1,40.70684052,-73.93199158,0,2,6,1,10,16,58,51,6,1,10,17,23,38
16,3.71,40.76206207,-73.98936462,1,40.78990173,-73.9522171,0,2,0,1,11,11,9,52,0,1,11,11,30,13
5,0.6,40.80965042,-73.96405029,1,40.80455017,-73.96656036,0,1,3,1,14,15,32,0,3,1,14,15,36,7
6.5,1.2,40.79434967,-73.9473114,1,40.80815887,-73.94508362,0,2,6,1,3,1,28,9,6,1,3,1,34,19
5.5,1.1,40.79811096,-73.93392944,1,40.7890358,-73.94346619,0,1,0,1,4,17,3,49,0,1,4,17,8,6
23.5,5.95,40.74912643,-73.96946716,1,40.69672394,-73.9836731,0,2,0,1,25,9,33,55,0,1,25,9,58,39
7.5,1.54,40.79597473,-73.93260193,1,40.78547668,-73.94921112,0,2,3,1,28,15,4,8,3,1,28,15,11,52
6.5,1.23,40.80745316,-73.94935608,1,40.79619598,-73.93563843,0,2,4,1,15,21,52,38,4,1,15,21,59,11
7,1.59,40.68069839,-73.99383545,1,40.69771576,-73.99264526,0,2,3,1,14,20,57,49,3,1,14,21,4,1
11,2.1,40.80722809,-73.92818451,1,40.83350372,-73.91491699,0,2,5,1,30,10,51,24,5,1,30,11,4,51
36,10.24,40.74107361,-73.98863983,1,40.76050186,-73.82688904,0,2,0,1,4,21,11,40,0,1,4,21,52,14
21.5,5.1,40.74251556,-74.00363922,1,40.67843246,-73.97904968,0,1,5,1,30,21,42,25,5,1,30,22,9,58
10,2.23,40.69684601,-73.93511963,1,40.6895752,-73.9693222,0,2,4,1,15,23,50,42,5,1,16,0,1,48
5,0.8,40.75282669,-73.88493347,1,40.74650574,-73.89134979,0,1,4,1,8,16,6,57,4,1,8,16,11,39
19,5.69,40.75183105,-73.98526001,1,40.68304062,-73.97665405,0,2,2,1,13,21,41,57,2,1,13,22,1,21
4.5,0.63,40.81725311,-73.9421463,1,40.80918503,-73.94802094,0,2,1,1,12,22,20,11,1,1,12,22,23,13
9.5,1.96,40.6692543,-73.92031097,1,40.67179108,-73.95474243,0,2,1,1,19,11,9,12,1,1,19,11,18,53
7.5,1.4,40.75997543,-73.88330078,1,40.74651718,-73.89089203,0,2,5,1,16,21,41,19,5,1,16,21,49,58
26.5,4.97,40.78082275,-73.98135376,1,40.81413269,-73.92140961,0,2,4,1,8,7,39,12,4,1,8,8,21,3
8.5,1.6,40.76867294,-73.876297,1,40.74845123,-73.8769455,0,1,1,1,26,10,25,52,1,1,26,10,37,7
11,2.1,40.79650116,-73.96487427,1,40.80505753,-73.93896484,0,1,4,1,8,16,1,56,4,1,8,16,15,53
8,1.16,40.8520813,-73.9222641,1,40.85381317,-73.90751648,0,2,0,1,4,16,53,20,0,1,4,17,3,38
7,0.97,40.76449203,-73.91563416,1,40.77531815,-73.91184235,0,2,4,1,8,9,46,59,4,1,8,9,54,54
13,2.87,40.80711365,-73.93971252,1,40.83512497,-73.94428253,0,2,4,1,29,21,6,51,4,1,29,21,22,59
18.5,5.2,40.78484726,-73.95396423,1,40.76992035,-73.91742706,0,1,2,1,6,10,12,26,2,1,6,10,29,35
3.5,0.44,40.68849564,-73.96329498,1,40.69311905,-73.96865082,0,2,0,1,25,16,21,26,0,1,25,16,23,52
33.5,10.02,40.75518036,-73.81628418,1,40.74485779,-73.91718292,0,2,0,1,25,10,5,38,0,1,25,10,42,39
12.5,2.21,40.78076553,-73.96142578,1,40.80525589,-73.9389267,0,2,0,1,4,15,36,35,0,1,4,15,53,19
8,1.59,40.77296066,-73.90727997,1,40.76184464,-73.92536926,0,2,6,1,3,0,25,45,6,1,3,0,33,28
5,0.74,40.69432831,-73.9759903,1,40.69208145,-73.98712921,0,2,5,1,16,15,23,11,5,1,16,15,27,28
6.5,1,40.84543228,-73.94237518,1,40.83463287,-73.94068146,0,2,5,1,9,9,48,41,5,1,9,9,56,1
11,2.6,40.71330261,-73.78105164,1,40.73799133,-73.80459595,0,2,0,1,25,5,3,6,0,1,25,5,15,21
4.5,0.55,40.75791931,-73.91766357,1,40.75196075,-73.91492462,0,2,6,1,3,21,0,45,6,1,3,21,4,16
10.5,1.9,40.70399857,-73.94020844,1,40.72195435,-73.95786285,0,2,6,1,10,2,30,42,6,1,10,2,43,18
5,0.8,40.68105316,-73.97714996,1,40.67316818,-73.97635651,0,1,2,1,20,15,31,38,2,1,20,15,36,45
9.5,1.97,40.74468231,-73.87404633,1,40.7466011,-73.90293121,0,2,5,1,9,21,13,36,5,1,9,21,25,24
5.5,1.01,40.72332382,-73.9523468,1,40.73279953,-73.95801544,0,2,1,1,5,20,22,16,1,1,5,20,26,54
12.5,2.9,40.78634644,-73.9425354,1,40.80662537,-73.96485138,0,2,4,1,22,23,17,37,4,1,22,23,32,11
5,0.8,40.68701935,-73.94978333,1,40.68055725,-73.95195007,0,1,4,1,8,16,23,54,4,1,8,16,28,0
5,0.6,40.68688202,-73.93889618,1,40.68901443,-73.94671631,0,1,6,1,17,15,38,59,6,1,17,15,43,4
24,6.86,40.7642746,-73.98280334,1,40.84123993,-73.94268799,0,2,2,1,6,17,22,24,2,1,6,17,46,53
6,1.13,40.74737549,-73.92462921,1,40.7559166,-73.91271973,0,2,0,1,25,7,39,28,0,1,25,7,45,25
11,2.01,40.7191124,-73.81784058,1,40.70029831,-73.80753326,0,2,4,1,8,6,33,29,4,1,8,6,47,21
8,1.73,40.76454163,-73.93053436,1,40.7752037,-73.91207123,0,2,3,1,14,11,43,30,3,1,14,11,51,37
9.5,2.59,40.63637161,-73.9704895,1,40.66747665,-73.98108673,0,2,5,1,30,5,38,49,5,1,30,5,46,31
9.5,2.29,40.70282364,-73.9172287,1,40.71154022,-73.94604492,0,2,6,1,17,1,41,53,6,1,17,1,51,36
17,4.2,40.68688583,-73.92988586,1,40.67267609,-73.98334503,0,2,5,1,2,19,19,23,5,1,2,19,39,49
9.5,1.99,40.76372528,-73.92613983,1,40.74565887,-73.90314484,0,2,4,1,22,20,47,32,4,1,22,20,59,15
7.5,1.58,40.84118652,-73.9320755,1,40.86775589,-73.92095184,0,2,6,1,3,0,59,36,6,1,3,1,5,52
10,2.76,40.77396011,-73.87107849,5,40.76997757,-73.91753387,0,2,3,1,21,16,17,1,3,1,21,16,23,37
